InstitutionName,DegreeInstitutionName,TaxonomyLevel,TaxonomyValue,TotalFaculty,FemaleFaculty,MaleFaculty
"University of New Mexico, The","University of New Mexico, The",Field,Spanish Language and Literature,3,1,2
Indiana University - Bloomington,University of North Carolina at Chapel Hill,Field,Spanish Language and Literature,3,1,2
Wake Forest University,University of North Carolina at Chapel Hill,Field,Spanish Language and Literature,4,2,2
New York University,University of Pennsylvania,Field,Spanish Language and Literature,2,1,1
Western Michigan University,University of Pennsylvania,Field,Spanish Language and Literature,2,1,1
"Ohio State University, The",University of Pittsburgh,Field,Spanish Language and Literature,2,1,1
Rice University,University of Pittsburgh,Field,Spanish Language and Literature,2,1,1
"University of Vermont, The",University of Pittsburgh,Field,Spanish Language and Literature,4,1,3
"Ohio State University, The",University of Southern California,Field,Spanish Language and Literature,2,1,1
Rutgers - New Brunswick,University of Southern California,Field,Spanish Language and Literature,2,1,1
Baylor University,"University of Texas at Austin, The",Field,Spanish Language and Literature,5,1,3
"University of Kansas, The","University of Texas at Austin, The",Field,Spanish Language and Literature,3,2,1
University of Miami,"University of Texas at Austin, The",Field,Spanish Language and Literature,2,1,1
"University of Minnesota, Twin Cities","University of Texas at Austin, The",Field,Spanish Language and Literature,2,1,1
"University of Texas at Austin, The","University of Texas at Austin, The",Field,Spanish Language and Literature,2,1,1
Wake Forest University,"University of Texas at Austin, The",Field,Spanish Language and Literature,2,1,1
Baylor University,University of Virginia,Field,Spanish Language and Literature,2,1,1
Wake Forest University,University of Virginia,Field,Spanish Language and Literature,4,2,1
Arizona State University,University of Washington,Field,Spanish Language and Literature,4,1,3
Brigham Young University,University of Wisconsin - Madison,Field,Spanish Language and Literature,2,1,1
Brigham Young University,Vanderbilt University,Field,Spanish Language and Literature,2,1,1
Arizona State University,Yale University,Field,Spanish Language and Literature,2,1,1
Emory University,Yale University,Field,Spanish Language and Literature,3,2,1
University of Miami,Yale University,Field,Spanish Language and Literature,2,1,1
University of Oregon,Yale University,Field,Spanish Language and Literature,3,2,1
"University of Vermont, The",Yale University,Field,Spanish Language and Literature,2,1,1
University of Virginia,Yale University,Field,Spanish Language and Literature,2,1,1
University of Wisconsin - Madison,Yale University,Field,Spanish Language and Literature,2,1,1
